local_key,estado,região,uf,cod_uf,cod_municipio,município,população
BA1987IBO,Bahia,Região Nordeste,BA,29,13200,Ibotirama,27862
BA1988ICH,Bahia,Região Nordeste,BA,29,13309,Ichu,6437
BA1989IGA,Bahia,Região Nordeste,BA,29,13408,Igaporã,16283
BA1990IGR,Bahia,Região Nordeste,BA,29,13457,Igrapiúna,14187
BA1991IGU,Bahia,Região Nordeste,BA,29,13507,Iguaí,27939
BA1992ILH,Bahia,Região Nordeste,BA,29,13606,Ilhéus,176341
BA1993INH,Bahia,Região Nordeste,BA,29,13705,Inhambupe,40453
BA1994IPE,Bahia,Região Nordeste,BA,29,13804,Ipecaetá,15499
BA1995IPI,Bahia,Região Nordeste,BA,29,13903,Ipiaú,47704
BA1996IPI,Bahia,Região Nordeste,BA,29,14000,Ipirá,62631
BA1997IPU,Bahia,Região Nordeste,BA,29,14109,Ipupiara,10157
BA1998IRA,Bahia,Região Nordeste,BA,29,14208,Irajuba,7521
BA1999IRA,Bahia,Região Nordeste,BA,29,14307,Iramaia,9901
BA2000IRA,Bahia,Região Nordeste,BA,29,14406,Iraquara,25536
BA2001IRA,Bahia,Região Nordeste,BA,29,14505,Irará,29879
BA2002IRE,Bahia,Região Nordeste,BA,29,14604,Irecê,74483
BA2003ITA,Bahia,Região Nordeste,BA,29,14653,Itabela,31422
BA2004ITA,Bahia,Região Nordeste,BA,29,14703,Itaberaba,66806
BA2005ITA,Bahia,Região Nordeste,BA,29,14802,Itabuna,221046
BA2006ITA,Bahia,Região Nordeste,BA,29,14901,Itacaré,28382
BA2007ITA,Bahia,Região Nordeste,BA,29,15007,Itaeté,16586
BA2008ITA,Bahia,Região Nordeste,BA,29,15106,Itagi,13199
BA2009ITA,Bahia,Região Nordeste,BA,29,15205,Itagibá,15577
BA2010ITA,Bahia,Região Nordeste,BA,29,15304,Itagimirim,7291
BA2011ITA,Bahia,Região Nordeste,BA,29,15353,Itaguaçu da Bahia,14718
BA2012ITA,Bahia,Região Nordeste,BA,29,15403,Itaju do Colônia,7218
BA2013ITA,Bahia,Região Nordeste,BA,29,15502,Itajuípe,21642
BA2014ITA,Bahia,Região Nordeste,BA,29,15601,Itamaraju,67356
BA2015ITA,Bahia,Região Nordeste,BA,29,15700,Itamari,8476
BA2016ITA,Bahia,Região Nordeste,BA,29,15809,Itambé,24901
BA2017ITA,Bahia,Região Nordeste,BA,29,15908,Itanagra,6730
BA2018ITA,Bahia,Região Nordeste,BA,29,16005,Itanhém,20501
BA2019ITA,Bahia,Região Nordeste,BA,29,16104,Itaparica,22866
BA2020ITA,Bahia,Região Nordeste,BA,29,16203,Itapé,9830
BA2021ITA,Bahia,Região Nordeste,BA,29,16302,Itapebi,10830
BA2022ITA,Bahia,Região Nordeste,BA,29,16401,Itapetinga,77533
BA2023ITA,Bahia,Região Nordeste,BA,29,16500,Itapicuru,36211
BA2024ITA,Bahia,Região Nordeste,BA,29,16609,Itapitanga,10799
BA2025ITA,Bahia,Região Nordeste,BA,29,16708,Itaquara,8592
BA2026ITA,Bahia,Região Nordeste,BA,29,16807,Itarantim,20314
BA2027ITA,Bahia,Região Nordeste,BA,29,16856,Itatim,14957
BA2028ITI,Bahia,Região Nordeste,BA,29,16906,Itiruçu,13254
BA2029ITI,Bahia,Região Nordeste,BA,29,17003,Itiúba,37567
BA2030ITO,Bahia,Região Nordeste,BA,29,17102,Itororó,21241
BA2031ITU,Bahia,Região Nordeste,BA,29,17201,Ituaçu,19577
BA2032ITU,Bahia,Região Nordeste,BA,29,17300,Ituberá,29428
BA2033IUI,Bahia,Região Nordeste,BA,29,17334,Iuiú,11399
BA2034JAB,Bahia,Região Nordeste,BA,29,17359,Jaborandi,9056
BA2035JAC,Bahia,Região Nordeste,BA,29,17409,Jacaraci,15459
BA2036JAC,Bahia,Região Nordeste,BA,29,17508,Jacobina,83635
BA2037JAG,Bahia,Região Nordeste,BA,29,17607,Jaguaquara,56033
BA2038JAG,Bahia,Região Nordeste,BA,29,17706,Jaguarari,34499
BA2039JAG,Bahia,Região Nordeste,BA,29,17805,Jaguaripe,19036
BA2040JAN,Bahia,Região Nordeste,BA,29,17904,Jandaíra,11120
BA2041JEQ,Bahia,Região Nordeste,BA,29,18001,Jequié,162209
BA2042JER,Bahia,Região Nordeste,BA,29,18100,Jeremoabo,41605
BA2043JIQ,Bahia,Região Nordeste,BA,29,18209,Jiquiriçá,15106
BA2044JIT,Bahia,Região Nordeste,BA,29,18308,Jitaúna,12692
BA2045JOÃ,Bahia,Região Nordeste,BA,29,18357,João Dourado,25646
BA2046JUA,Bahia,Região Nordeste,BA,29,18407,Juazeiro,221773
BA2047JUC,Bahia,Região Nordeste,BA,29,18456,Jucuruçu,9924
BA2048JUS,Bahia,Região Nordeste,BA,29,18506,Jussara,16006
BA2049JUS,Bahia,Região Nordeste,BA,29,18555,Jussari,6275
BA2050JUS,Bahia,Região Nordeste,BA,29,18605,Jussiape,7066
BA2051LAF,Bahia,Região Nordeste,BA,29,18704,Lafaiete Coutinho,3975
BA2052LAG,Bahia,Região Nordeste,BA,29,18753,Lagoa Real,16029
BA2053LAJ,Bahia,Região Nordeste,BA,29,18803,Laje,24306
BA2054LAJ,Bahia,Região Nordeste,BA,29,18902,Lajedão,4068
BA2055LAJ,Bahia,Região Nordeste,BA,29,19009,Lajedinho,4017
BA2056LAJ,Bahia,Região Nordeste,BA,29,19058,Lajedo do Tabocal,8886
BA2057LAM,Bahia,Região Nordeste,BA,29,19108,Lamarão,9007
BA2058LAP,Bahia,Região Nordeste,BA,29,19157,Lapão,28244
BA2059LAU,Bahia,Região Nordeste,BA,29,19207,Lauro de Freitas,197636
BA2060LEN,Bahia,Região Nordeste,BA,29,19306,Lençóis,11636
BA2061LIC,Bahia,Região Nordeste,BA,29,19405,Licínio de Almeida,12969
BA2062LIV,Bahia,Região Nordeste,BA,29,19504,Livramento de Nossa Senhora,46739
BA2063LUÍ,Bahia,Região Nordeste,BA,29,19553,Luís Eduardo Magalhães,83557
BA2064MAC,Bahia,Região Nordeste,BA,29,19603,Macajuba,11879
BA2065MAC,Bahia,Região Nordeste,BA,29,19702,Macarani,19110
BA2066MAC,Bahia,Região Nordeste,BA,29,19801,Macaúbas,50987
BA2067MAC,Bahia,Região Nordeste,BA,29,19900,Macururé,8266
BA2068MAD,Bahia,Região Nordeste,BA,29,19926,Madre de Deus,21007
BA2069MAE,Bahia,Região Nordeste,BA,29,19959,Maetinga,4456
BA2070MAI,Bahia,Região Nordeste,BA,29,20007,Maiquinique,10274
BA2071MAI,Bahia,Região Nordeste,BA,29,20106,Mairi,19695
BA2072MAL,Bahia,Região Nordeste,BA,29,20205,Malhada,17526
BA2073MAL,Bahia,Região Nordeste,BA,29,20304,Malhada de Pedras,8856
BA2074MAN,Bahia,Região Nordeste,BA,29,20403,Manoel Vitorino,14251
BA2075MAN,Bahia,Região Nordeste,BA,29,20452,Mansidão,13959
BA2076MAR,Bahia,Região Nordeste,BA,29,20502,Maracás,23018
BA2077MAR,Bahia,Região Nordeste,BA,29,20601,Maragogipe,46260
BA2078MAR,Bahia,Região Nordeste,BA,29,20700,Maraú,21313
BA2079MAR,Bahia,Região Nordeste,BA,29,20809,Marcionílio Souza,10931
BA2080MAS,Bahia,Região Nordeste,BA,29,20908,Mascote,14728
BA2081MAT,Bahia,Região Nordeste,BA,29,21005,Mata de São João,46998
BA2082MAT,Bahia,Região Nordeste,BA,29,21054,Matina,12488
BA2083MED,Bahia,Região Nordeste,BA,29,21104,Medeiros Neto,23586
BA2084MIG,Bahia,Região Nordeste,BA,29,21203,Miguel Calmon,27520
BA2085MIL,Bahia,Região Nordeste,BA,29,21302,Milagres,11585
BA2086MIR,Bahia,Região Nordeste,BA,29,21401,Mirangaba,18729
BA2087MIR,Bahia,Região Nordeste,BA,29,21450,Mirante,9578
BA2088MON,Bahia,Região Nordeste,BA,29,21500,Monte Santo,51953
BA2089MOR,Bahia,Região Nordeste,BA,29,21609,Morpará,8950
BA2090MOR,Bahia,Região Nordeste,BA,29,21708,Morro do Chapéu,36856
BA2091MOR,Bahia,Região Nordeste,BA,29,21807,Mortugaba,12529
BA2092MUC,Bahia,Região Nordeste,BA,29,21906,Mucugê,9957
BA2093MUC,Bahia,Região Nordeste,BA,29,22003,Mucuri,42072
BA2094MUL,Bahia,Região Nordeste,BA,29,22052,Mulungu do Morro,11988
BA2095MUN,Bahia,Região Nordeste,BA,29,22102,Mundo Novo,27364
BA2096MUN,Bahia,Região Nordeste,BA,29,22201,Muniz Ferreira,7678
BA2097MUQ,Bahia,Região Nordeste,BA,29,22250,Muquém de São Francisco,11644
BA2098MUR,Bahia,Região Nordeste,BA,29,22300,Muritiba,30631
BA2099MUT,Bahia,Região Nordeste,BA,29,22409,Mutuípe,22998
BA2100NAZ,Bahia,Região Nordeste,BA,29,22508,Nazaré,29546
BA2101NIL,Bahia,Região Nordeste,BA,29,22607,Nilo Peçanha,14368
BA2102NOR,Bahia,Região Nordeste,BA,29,22656,Nordestina,13597
BA2103NOV,Bahia,Região Nordeste,BA,29,22706,Nova Canaã,17141
BA2104NOV,Bahia,Região Nordeste,BA,29,22730,Nova Fátima,8119
BA2105NOV,Bahia,Região Nordeste,BA,29,22755,Nova Ibiá,6986
BA2106NOV,Bahia,Região Nordeste,BA,29,22805,Nova Itarana,8428
BA2107NOV,Bahia,Região Nordeste,BA,29,22854,Nova Redenção,9500
BA2108NOV,Bahia,Região Nordeste,BA,29,22904,Nova Soure,25460
BA2109NOV,Bahia,Região Nordeste,BA,29,23001,Nova Viçosa,44052
BA2110NOV,Bahia,Região Nordeste,BA,29,23035,Novo Horizonte,12514
BA2111NOV,Bahia,Região Nordeste,BA,29,23050,Novo Triunfo,16037
BA2112OLI,Bahia,Região Nordeste,BA,29,23100,Olindina,29227
BA2113OLI,Bahia,Região Nordeste,BA,29,23209,Oliveira dos Brejinhos,22805
BA2114OUR,Bahia,Região Nordeste,BA,29,23308,Ouriçangas,8916
BA2115OUR,Bahia,Região Nordeste,BA,29,23357,Ourolândia,18025
BA2116PAL,Bahia,Região Nordeste,BA,29,23407,Palmas de Monte Alto,22553
BA2117PAL,Bahia,Região Nordeste,BA,29,23506,Palmeiras,9250
BA2118PAR,Bahia,Região Nordeste,BA,29,23605,Paramirim,22286
BA2119PAR,Bahia,Região Nordeste,BA,29,23704,Paratinga,32967
BA2120PAR,Bahia,Região Nordeste,BA,29,23803,Paripiranga,30075
BA2121PAU,Bahia,Região Nordeste,BA,29,23902,Pau Brasil,10673
BA2122PAU,Bahia,Região Nordeste,BA,29,24009,Paulo Afonso,120706
BA2123PÉ ,Bahia,Região Nordeste,BA,29,24058,Pé de Serra,14226
BA2124PED,Bahia,Região Nordeste,BA,29,24108,Pedrão,7527
BA2125PED,Bahia,Região Nordeste,BA,29,24207,Pedro Alexandre,18209
BA2126PIA,Bahia,Região Nordeste,BA,29,24306,Piatã,18267
BA2127PIL,Bahia,Região Nordeste,BA,29,24405,Pilão Arcado,35740
BA2128PIN,Bahia,Região Nordeste,BA,29,24504,Pindaí,16889
BA2129PIN,Bahia,Região Nordeste,BA,29,24603,Pindobaçu,21171
BA2130PIN,Bahia,Região Nordeste,BA,29,24652,Pintadas,11012
BA2131PIR,Bahia,Região Nordeste,BA,29,24678,Piraí do Norte,10411
BA2132PIR,Bahia,Região Nordeste,BA,29,24702,Piripá,11849
BA2133PIR,Bahia,Região Nordeste,BA,29,24801,Piritiba,25211
BA2134PLA,Bahia,Região Nordeste,BA,29,24900,Planaltino,9582
BA2135PLA,Bahia,Região Nordeste,BA,29,25006,Planalto,26915
BA2136POÇ,Bahia,Região Nordeste,BA,29,25105,Poções,48861
BA2137POJ,Bahia,Região Nordeste,BA,29,25204,Pojuca,39718
BA2138PON,Bahia,Região Nordeste,BA,29,25253,Ponto Novo,15830
BA2139POR,Bahia,Região Nordeste,BA,29,25303,Porto Seguro,149324
BA2140POT,Bahia,Região Nordeste,BA,29,25402,Potiraguá,8438
BA2141PRA,Bahia,Região Nordeste,BA,29,25501,Prado,29326
BA2142PRE,Bahia,Região Nordeste,BA,29,25600,Presidente Dutra,15734
BA2143PRE,Bahia,Região Nordeste,BA,29,25709,Presidente Jânio Quadros,13334
BA2144PRE,Bahia,Região Nordeste,BA,29,25758,Presidente Tancredo Neves,28082
BA2145QUE,Bahia,Região Nordeste,BA,29,25808,Queimadas,26552
BA2146QUI,Bahia,Região Nordeste,BA,29,25907,Quijingue,28632
BA2147QUI,Bahia,Região Nordeste,BA,29,25931,Quixabeira,9411
BA2148RAF,Bahia,Região Nordeste,BA,29,25956,Rafael Jambeiro,23562
BA2149REM,Bahia,Região Nordeste,BA,29,26004,Remanso,42672
BA2150RET,Bahia,Região Nordeste,BA,29,26103,Retirolândia,14730
BA2151RIA,Bahia,Região Nordeste,BA,29,26202,Riachão das Neves,23313
BA2152RIA,Bahia,Região Nordeste,BA,29,26301,Riachão do Jacuípe,34784
BA2153RIA,Bahia,Região Nordeste,BA,29,26400,Riacho de Santana,36439
BA2154RIB,Bahia,Região Nordeste,BA,29,26509,Ribeira do Amparo,15443
BA2155RIB,Bahia,Região Nordeste,BA,29,26608,Ribeira do Pombal,54965
BA2156RIB,Bahia,Região Nordeste,BA,29,26657,Ribeirão do Largo,7437
BA2157RIO,Bahia,Região Nordeste,BA,29,26707,Rio de Contas,13712
BA2158RIO,Bahia,Região Nordeste,BA,29,26806,Rio do Antônio,15804
BA2159RIO,Bahia,Região Nordeste,BA,29,26905,Rio do Pires,12130
BA2160RIO,Bahia,Região Nordeste,BA,29,27002,Rio Real,41767
BA2161ROD,Bahia,Região Nordeste,BA,29,27101,Rodelas,9405
BA2162RUY,Bahia,Região Nordeste,BA,29,27200,Ruy Barbosa,32009
BA2163SAL,Bahia,Região Nordeste,BA,29,27309,Salinas da Margarida,15772
BA2164SAL,Bahia,Região Nordeste,BA,29,27408,Salvador,2953986
BA2165SAN,Bahia,Região Nordeste,BA,29,27507,Santa Bárbara,21415
BA2166SAN,Bahia,Região Nordeste,BA,29,27606,Santa Brígida,14976
BA2167SAN,Bahia,Região Nordeste,BA,29,27705,Santa Cruz Cabrália,28552
BA2168SAN,Bahia,Região Nordeste,BA,29,27804,Santa Cruz da Vitória,6698
BA2169SAN,Bahia,Região Nordeste,BA,29,27903,Santa Inês,11161
BA2170SAN,Bahia,Região Nordeste,BA,29,28000,Santaluz,38422
BA2171SAN,Bahia,Região Nordeste,BA,29,28059,Santa Luzia,13398
BA2172SAN,Bahia,Região Nordeste,BA,29,28109,Santa Maria da Vitória,41769
BA2173SAN,Bahia,Região Nordeste,BA,29,28208,Santana,27492
BA2174SAN,Bahia,Região Nordeste,BA,29,28307,Santanópolis,9263
BA2175SAN,Bahia,Região Nordeste,BA,29,28406,Santa Rita de Cássia,29146
BA2176SAN,Bahia,Região Nordeste,BA,29,28505,Santa Teresinha,10682
BA2177SAN,Bahia,Região Nordeste,BA,29,28604,Santo Amaro,61961
BA2178SAN,Bahia,Região Nordeste,BA,29,28703,Santo Antônio de Jesus,103342
BA2179SAN,Bahia,Região Nordeste,BA,29,28802,Santo Estêvão,53898
BA2180SÃO,Bahia,Região Nordeste,BA,29,28901,São Desidério,33661
BA2181SÃO,Bahia,Região Nordeste,BA,29,28950,São Domingos,9404
BA2182SÃO,Bahia,Região Nordeste,BA,29,29008,São Félix,15310
BA2183SÃO,Bahia,Região Nordeste,BA,29,29057,São Félix do Coribe,15825
BA2184SÃO,Bahia,Região Nordeste,BA,29,29107,São Felipe,21964
BA2185SÃO,Bahia,Região Nordeste,BA,29,29206,São Francisco do Conde,40220
BA2186SÃO,Bahia,Região Nordeste,BA,29,29255,São Gabriel,19613
BA2187SÃO,Bahia,Região Nordeste,BA,29,29305,São Gonçalo dos Campos,38018
BA2188SÃO,Bahia,Região Nordeste,BA,29,29354,São José da Vitória,6045
BA2189SÃO,Bahia,Região Nordeste,BA,29,29370,São José do Jacuípe,10784
BA2190SÃO,Bahia,Região Nordeste,BA,29,29404,São Miguel das Matas,12092
BA2191SÃO,Bahia,Região Nordeste,BA,29,29503,São Sebastião do Passé,45827
BA2192SAP,Bahia,Região Nordeste,BA,29,29602,Sapeaçu,18114
BA2193SÁT,Bahia,Região Nordeste,BA,29,29701,Sátiro Dias,20429
BA2194SAU,Bahia,Região Nordeste,BA,29,29750,Saubara,12380
BA2195SAÚ,Bahia,Região Nordeste,BA,29,29800,Saúde,13385
BA2196SEA,Bahia,Região Nordeste,BA,29,29909,Seabra,45568
BA2197SEB,Bahia,Região Nordeste,BA,29,30006,Sebastião Laranjeiras,11696
BA2198SEN,Bahia,Região Nordeste,BA,29,30105,Senhor do Bonfim,81218
BA2199SER,Bahia,Região Nordeste,BA,29,30154,Serra do Ramalho,32991
BA2200SEN,Bahia,Região Nordeste,BA,29,30204,Sento Sé,41891
BA2201SER,Bahia,Região Nordeste,BA,29,30303,Serra Dourada,18320
BA2202SER,Bahia,Região Nordeste,BA,29,30402,Serra Preta,16036
BA2203SER,Bahia,Região Nordeste,BA,29,30501,Serrinha,83088
BA2204SER,Bahia,Região Nordeste,BA,29,30600,Serrolândia,13832
BA2205SIM,Bahia,Região Nordeste,BA,29,30709,Simões Filho,136050
BA2206SÍT,Bahia,Região Nordeste,BA,29,30758,Sítio do Mato,13437
BA2207SÍT,Bahia,Região Nordeste,BA,29,30766,Sítio do Quinto,11283
BA2208SOB,Bahia,Região Nordeste,BA,29,30774,Sobradinho,23713
BA2209SOU,Bahia,Região Nordeste,BA,29,30808,Souto Soares,17503
BA2210TAB,Bahia,Região Nordeste,BA,29,30907,Tabocas do Brejo Velho,13057
BA2211TAN,Bahia,Região Nordeste,BA,29,31004,Tanhaçu,21315
BA2212TAN,Bahia,Região Nordeste,BA,29,31053,Tanque Novo,17884
BA2213TAN,Bahia,Região Nordeste,BA,29,31103,Tanquinho,8232
BA2214TAP,Bahia,Região Nordeste,BA,29,31202,Taperoá,21462
BA2215TAP,Bahia,Região Nordeste,BA,29,31301,Tapiramutá,17845
BA2216TEI,Bahia,Região Nordeste,BA,29,31350,Teixeira de Freitas,161690
BA2217TEO,Bahia,Região Nordeste,BA,29,31400,Teodoro Sampaio,7936
BA2218TEO,Bahia,Região Nordeste,BA,29,31509,Teofilândia,23378
BA2219TEO,Bahia,Região Nordeste,BA,29,31608,Teolândia,15357
BA2220TER,Bahia,Região Nordeste,BA,29,31707,Terra Nova,13536
BA2221TRE,Bahia,Região Nordeste,BA,29,31806,Tremedal,17700
BA2222TUC,Bahia,Região Nordeste,BA,29,31905,Tucano,52540
BA2223UAU,Bahia,Região Nordeste,BA,29,32002,Uauá,25773
BA2224UBA,Bahia,Região Nordeste,BA,29,32101,Ubaíra,20800
BA2225UBA,Bahia,Região Nordeste,BA,29,32200,Ubaitaba,20489
BA2226UBA,Bahia,Região Nordeste,BA,29,32309,Ubatã,27527
BA2227UIB,Bahia,Região Nordeste,BA,29,32408,Uibaí,14474
BA2228UMB,Bahia,Região Nordeste,BA,29,32457,Umburanas,19522
BA2229UNA,Bahia,Região Nordeste,BA,29,32507,Una,21331
BA2230URA,Bahia,Região Nordeste,BA,29,32606,Urandi,17356
BA2231URU,Bahia,Região Nordeste,BA,29,32705,Uruçuca,21711
BA2232UTI,Bahia,Região Nordeste,BA,29,32804,Utinga,19780
BA2233VAL,Bahia,Região Nordeste,BA,29,32903,Valença,98749
BA2234VAL,Bahia,Região Nordeste,BA,29,33000,Valente,28743
BA2235VÁR,Bahia,Região Nordeste,BA,29,33059,Várzea da Roça,14662
BA2236VÁR,Bahia,Região Nordeste,BA,29,33109,Várzea do Poço,9449
BA2237VÁR,Bahia,Região Nordeste,BA,29,33158,Várzea Nova,13454
BA2238VAR,Bahia,Região Nordeste,BA,29,33174,Varzedo,9375
BA2239VER,Bahia,Região Nordeste,BA,29,33208,Vera Cruz,43640
BA2240VER,Bahia,Região Nordeste,BA,29,33257,Vereda,6620
BA2241VIT,Bahia,Região Nordeste,BA,29,33307,Vitória da Conquista,348718
BA2242WAG,Bahia,Região Nordeste,BA,29,33406,Wagner,9753
BA2243WAN,Bahia,Região Nordeste,BA,29,33455,Wanderley,12935
BA2244WEN,Bahia,Região Nordeste,BA,29,33505,Wenceslau Guimarães,22365
BA2245XIQ,Bahia,Região Nordeste,BA,29,33604,Xique-Xique,48365
CE893ABA,Ceará,Região Nordeste,CE,23,101,Abaiara,11605
CE894ACA,Ceará,Região Nordeste,CE,23,150,Acarape,16543
CE895ACA,Ceará,Região Nordeste,CE,23,200,Acaraú,62199
CE896ACO,Ceará,Região Nordeste,CE,23,309,Acopiara,53572
CE897AIU,Ceará,Região Nordeste,CE,23,408,Aiuaba,17194
CE898ALC,Ceará,Região Nordeste,CE,23,507,Alcântaras,11459
CE899ALT,Ceará,Região Nordeste,CE,23,606,Altaneira,7479
CE900ALT,Ceará,Região Nordeste,CE,23,705,Alto Santo,16976
CE901AMO,Ceará,Região Nordeste,CE,23,754,Amontada,42901
CE902ANT,Ceará,Região Nordeste,CE,23,804,Antonina do Norte,7278
CE903APU,Ceará,Região Nordeste,CE,23,903,Apuiarés,14719
CE904AQU,Ceará,Região Nordeste,CE,23,1000,Aquiraz,79128
CE905ARA,Ceará,Região Nordeste,CE,23,1109,Aracati,73629
CE906ARA,Ceará,Região Nordeste,CE,23,1208,Aracoiaba,26269
CE907ARA,Ceará,Região Nordeste,CE,23,1257,Ararendá,10823
CE908ARA,Ceará,Região Nordeste,CE,23,1307,Araripe,21398
CE909ARA,Ceará,Região Nordeste,CE,23,1406,Aratuba,11244
CE910ARN,Ceará,Região Nordeste,CE,23,1505,Arneiroz,7777
CE911ASS,Ceará,Região Nordeste,CE,23,1604,Assaré,23254
CE912AUR,Ceará,Região Nordeste,CE,23,1703,Aurora,24496
CE913BAI,Ceará,Região Nordeste,CE,23,1802,Baixio,6228
CE914BAN,Ceará,Região Nordeste,CE,23,1851,Banabuiú,18027
CE915BAR,Ceará,Região Nordeste,CE,23,1901,Barbalha,59811
CE916BAR,Ceará,Região Nordeste,CE,23,1950,Barreira,20978
CE917BAR,Ceará,Região Nordeste,CE,23,2008,Barro,22440
CE918BAR,Ceará,Região Nordeste,CE,23,2057,Barroquinha,14880
CE919BAT,Ceará,Região Nordeste,CE,23,2107,Baturité,35351
CE920BEB,Ceará,Região Nordeste,CE,23,2206,Beberibe,53110
CE921BEL,Ceará,Região Nordeste,CE,23,2305,Bela Cruz,32378
CE922BOA,Ceará,Região Nordeste,CE,23,2404,Boa Viagem,54049
CE923BRE,Ceará,Região Nordeste,CE,23,2503,Brejo Santo,48830
CE924CAM,Ceará,Região Nordeste,CE,23,2602,Camocim,62985
CE925CAM,Ceará,Região Nordeste,CE,23,2701,Campos Sales,27209
CE926CAN,Ceará,Região Nordeste,CE,23,2800,Canindé,77514
CE927CAP,Ceará,Região Nordeste,CE,23,2909,Capistrano,17668
CE928CAR,Ceará,Região Nordeste,CE,23,3006,Caridade,22320
CE929CAR,Ceará,Região Nordeste,CE,23,3105,Cariré,18660
CE930CAR,Ceará,Região Nordeste,CE,23,3204,Caririaçu,26892
CE931CAR,Ceará,Região Nordeste,CE,23,3303,Cariús,18804
CE932CAR,Ceará,Região Nordeste,CE,23,3402,Carnaubal,17631
CE933CAS,Ceará,Região Nordeste,CE,23,3501,Cascavel,71079
CE934CAT,Ceará,Região Nordeste,CE,23,3600,Catarina,20451
CE935CAT,Ceará,Região Nordeste,CE,23,3659,Catunda,10365
CE936CAU,Ceará,Região Nordeste,CE,23,3709,Caucaia,362223
CE937CED,Ceará,Região Nordeste,CE,23,3808,Cedro,25063
CE938CHA,Ceará,Região Nordeste,CE,23,3907,Chaval,12952
CE939CHO,Ceará,Região Nordeste,CE,23,3931,Choró,13384
CE940CHO,Ceará,Região Nordeste,CE,23,3956,Chorozinho,19197
CE941COR,Ceará,Região Nordeste,CE,23,4004,Coreaú,23107
CE942CRA,Ceará,Região Nordeste,CE,23,4103,Crateús,74426
CE943CRA,Ceará,Região Nordeste,CE,23,4202,Crato,130604
CE944CRO,Ceará,Região Nordeste,CE,23,4236,Croatá,17874
CE945CRU,Ceará,Região Nordeste,CE,23,4251,Cruz,23983
CE946DEP,Ceará,Região Nordeste,CE,23,4269,Deputado Irapuan Pinheiro,9521
CE947ERE,Ceará,Região Nordeste,CE,23,4277,Ererê,7163
CE948EUS,Ceará,Região Nordeste,CE,23,4285,Eusébio,52667
CE949FAR,Ceará,Região Nordeste,CE,23,4301,Farias Brito,18720
CE950FOR,Ceará,Região Nordeste,CE,23,4350,Forquilha,24047
CE951FOR,Ceará,Região Nordeste,CE,23,4400,Fortaleza,2627482
CE952FOR,Ceará,Região Nordeste,CE,23,4459,Fortim,16272
CE953FRE,Ceará,Região Nordeste,CE,23,4509,Frecheirinha,13669
CE954GEN,Ceará,Região Nordeste,CE,23,4608,General Sampaio,6922
CE955GRA,Ceará,Região Nordeste,CE,23,4657,Graça,15307
CE956GRA,Ceará,Região Nordeste,CE,23,4707,Granja,54365
CE957GRA,Ceará,Região Nordeste,CE,23,4806,Granjeiro,4425
CE958GRO,Ceará,Região Nordeste,CE,23,4905,Groaíras,11012
CE959GUA,Ceará,Região Nordeste,CE,23,4954,Guaiúba,26331
CE960GUA,Ceará,Região Nordeste,CE,23,5001,Guaraciaba do Norte,39445
CE961GUA,Ceará,Região Nordeste,CE,23,5100,Guaramiranga,3547
CE962HID,Ceará,Região Nordeste,CE,23,5209,Hidrolândia,20215
CE963HOR,Ceará,Região Nordeste,CE,23,5233,Horizonte,65928
CE964IBA,Ceará,Região Nordeste,CE,23,5266,Ibaretama,13218
CE965IBI,Ceará,Região Nordeste,CE,23,5308,Ibiapina,24825
CE966IBI,Ceará,Região Nordeste,CE,23,5332,Ibicuitinga,12350
CE967ICA,Ceará,Região Nordeste,CE,23,5357,Icapuí,19685
CE968ICÓ,Ceará,Região Nordeste,CE,23,5407,Icó,67486
CE969IGU,Ceará,Região Nordeste,CE,23,5506,Iguatu,102614
CE970IND,Ceará,Região Nordeste,CE,23,5605,Independência,25967
CE971IPA,Ceará,Região Nordeste,CE,23,5654,Ipaporanga,11499
CE972IPA,Ceará,Região Nordeste,CE,23,5704,Ipaumirim,12349
CE973IPU,Ceará,Região Nordeste,CE,23,5803,Ipu,41576
CE974IPU,Ceará,Região Nordeste,CE,23,5902,Ipueiras,37896
CE975IRA,Ceará,Região Nordeste,CE,23,6009,Iracema,14125
CE976IRA,Ceará,Região Nordeste,CE,23,6108,Irauçuba,23858
CE977ITA,Ceará,Região Nordeste,CE,23,6207,Itaiçaba,7738
CE978ITA,Ceará,Região Nordeste,CE,23,6256,Itaitinga,39310
CE979ITA,Ceará,Região Nordeste,CE,23,6306,Itapajé,51945
CE980ITA,Ceará,Região Nordeste,CE,23,6405,Itapipoca,127465
CE981ITA,Ceará,Região Nordeste,CE,23,6504,Itapiúna,20014
CE982ITA,Ceará,Região Nordeste,CE,23,6553,Itarema,41230
CE983ITA,Ceará,Região Nordeste,CE,23,6603,Itatira,20675
CE984JAG,Ceará,Região Nordeste,CE,23,6702,Jaguaretama,17958
CE985JAG,Ceará,Região Nordeste,CE,23,6801,Jaguaribara,11295
CE986JAG,Ceará,Região Nordeste,CE,23,6900,Jaguaribe,34448
CE987JAG,Ceará,Região Nordeste,CE,23,7007,Jaguaruana,33740
CE988JAR,Ceará,Região Nordeste,CE,23,7106,Jardim,27076
CE989JAT,Ceará,Região Nordeste,CE,23,7205,Jati,7847
CE990JIJ,Ceará,Região Nordeste,CE,23,7254,Jijoca de Jericoacoara,19510
CE991JUA,Ceará,Região Nordeste,CE,23,7304,Juazeiro do Norte,270383
CE992JUC,Ceará,Região Nordeste,CE,23,7403,Jucás,24597
